id_pacjenta,id_ubezpieczenia,imie,nazwisko,data_urodzenia,pesel,adres,telefon
154,154,Rka,Lska,2004-11-21,61430042858,Ul. Nska 32,728776085
155,155,Aka,Hska,1953-03-04,44001418888,Ul. Tska 29,530918280
156,156,Oka,Lska,1990-02-18,53938629415,Ul. Sska 12,177529597
157,157,Mek,Nski,1959-02-17,63849110874,Ul. Aska 2,398382764
158,158,Cka,Sska,1990-06-26,81683235344,Ul. Mska 26,646683594
159,159,Xka,Wska,2004-12-03,73468111375,Ul. Wska 79,918258689
160,160,Eka,Tska,1977-04-21,71138466166,Ul. Xska 24,483134600
161,161,Wek,Iski,1944-09-14,71157205140,Ul. Dska 38,351036465
162,162,Oka,Sska,2009-08-28,82201510240,Ul. Hska 84,539892640
163,163,Nka,Yska,1948-03-10,64189609900,Ul. Vska 11,981059669
164,164,Fek,Aski,1975-12-20,41971202416,Ul. Hska 2,437908444
165,165,Cka,Wska,1960-04-04,73017656077,Ul. Xska 38,174018539
166,166,Kka,Rska,1963-09-26,73553571255,Ul. Jska 51,616305066
167,167,Oek,Bski,1948-03-24,51236991540,Ul. Gska 14,444011588
168,168,Eek,Yski,2006-03-12,73981606218,Ul. Tska 43,376733150
169,169,Dka,Nska,1943-07-16,44138861140,Ul. Sska 3,313563492
170,170,Rka,Iska,1968-05-07,72522097895,Ul. Jska 39,897193656
171,171,Jka,Qska,1944-04-25,41380583580,Ul. Gska 92,170127129
172,172,Dka,Xska,1959-04-26,83456532920,Ul. Cska 40,126105626
173,173,Kka,Xska,1977-04-08,43881869904,Ul. Dska 47,455203924
174,174,Lek,Oski,2004-04-20,52178662200,Ul. Fska 8,666759130
175,175,Wka,Dska,1942-01-07,73366088657,Ul. Dska 20,340351975
176,176,Rek,Pski,1955-12-28,54065971920,Ul. Eska 48,697373406
177,177,Oka,Kska,1976-10-09,53125196675,Ul. Jska 7,371446653
178,178,Eek,Mski,1973-01-01,62705157774,Ul. Eska 13,520400280
179,179,Iek,Jski,2000-07-23,61535958154,Ul. Bska 84,174608408
180,180,Xka,Nska,1986-09-24,82974840376,Ul. Hska 33,740968782
181,181,Jka,Cska,2004-04-17,41537901792,Ul. Aska 23,159629303
182,182,Eek,Cski,1946-09-15,72457250395,Ul. Iska 57,482714632
183,183,Mka,Dska,1972-11-24,52969221090,Ul. Iska 16,160818721
184,184,Cek,Iski,1985-01-27,53578180905,Ul. Yska 11,566931590
185,185,Vka,Bska,1980-03-01,51817187555,Ul. Kska 13,438274040
186,186,Uek,Fski,1955-03-05,42711752572,Ul. Nska 24,958743946
187,187,Eek,Oski,1947-03-17,82431847248,Ul. Pska 5,694583832
188,188,Oka,Nska,1957-10-08,52434080150,Ul. Iska 77,882611528
189,189,Dka,Yska,1964-09-26,71226425169,Ul. Cska 36,144100275
190,190,Rka,Iska,1992-07-06,72996544352,Ul. Dska 93,644453970
191,191,Rek,Vski,1952-01-26,63611725490,Ul. Tska 7,437456448
192,192,Hka,Nska,1939-05-08,52816932435,Ul. Pska 22,426370108
193,193,Aek,Sski,1952-02-02,53205507345,Ul. Vska 36,654713988
194,194,Uka,Nska,2001-09-23,83379885240,Ul. Tska 56,567434095
195,195,Iek,Pski,1991-05-21,41441700120,Ul. Qska 36,689546230
196,196,Jka,Qska,1967-05-28,72469324087,Ul. Sska 28,686839404
197,197,Dek,Jski,2007-05-14,83175884208,Ul. Iska 85,130613644
198,198,Fek,Eski,1976-10-07,63895448384,Ul. Oska 7,619053310
199,199,Wka,Oska,1987-10-11,44154420512,Ul. Aska 45,790710234
200,200,Mek,Aski,1998-03-19,81421990096,Ul. Jska 62,455168052
201,201,Aek,Uski,1984-04-27,54245636560,Ul. Gska 3,711417488
202,202,Pek,Eski,1976-04-20,51099217130,Ul. Vska 23,331842696
203,203,Bka,Wska,1950-06-06,83317709240,Ul. Cska 91,877266696
204,204,Wek,Wski,1979-10-06,43670308916,Ul. Mska 55,892414600
205,205,Uek,Cski,2006-12-23,83833399440,Ul. Oska 68,193330046
206,206,Hek,Pski,1969-01-10,61419213442,Ul. Yska 45,190524972
207,207,Kka,Jska,1949-05-14,43260314664,Ul. Cska 95,483827824
208,208,Jka,Gska,1966-03-18,42878595392,Ul. Tska 63,639293846
209,209,Gka,Lska,1960-08-11,53640157475,Ul. Iska 19,710713825
210,210,Fka,Aska,1982-02-09,52147727285,Ul. Aska 25,357863243
211,211,Oek,Vski,1953-08-23,41759184572,Ul. Eska 76,825927456
212,212,Dek,Xski,1941-12-27,51257597975,Ul. Dska 17,227919952
213,213,Iek,Yski,2000-11-05,43645710200,Ul. Pska 37,223013188
214,214,Tek,Mski,1967-05-01,52334954725,Ul. Nska 79,239809620
215,215,Wek,Eski,1973-08-23,63899274538,Ul. Dska 92,626790548
216,216,Pka,Fska,1955-06-13,72641248531,Ul. Wska 66,871319328
217,217,Kka,Nska,1971-05-10,73068175231,Ul. Vska 26,375700216
218,218,Bek,Uski,1977-09-16,54259516130,Ul. Lska 19,168916428
219,219,Eek,Vski,1996-07-07,73579451662,Ul. Lska 51,379181627
220,220,Cek,Jski,1969-02-20,82694484960,Ul. Fska 6,174522810
221,221,Pka,Wska,2008-10-11,81734558104,Ul. Kska 66,966867293
222,222,Dek,Cski,1957-12-16,62204181830,Ul. Dska 68,952706937
223,223,Tek,Wski,2008-04-13,61469850324,Ul. Sska 13,338794584
224,224,Yek,Fski,1958-01-06,82467707728,Ul. Cska 89,596981135
225,225,Cek,Oski,1943-01-22,61859253384,Ul. Aska 69,371956148
226,226,Tek,Wski,1950-06-20,41129882100,Ul. Nska 75,496131304
227,227,Lka,Wska,2004-05-01,53719411695,Ul. Cska 90,951880910
228,228,Oek,Wski,1988-06-02,52701811065,Ul. Iska 30,828465080
229,229,Bka,Dska,1974-09-20,73679449562,Ul. Pska 11,588998170
230,230,Jek,Hski,2008-06-18,82994133800,Ul. Hska 11,422625208
231,231,Cek,Lski,1992-06-26,41412315512,Ul. Eska 24,533635055
232,232,Ika,Hska,1962-10-28,61818130500,Ul. Mska 88,243412892
233,233,Oka,Mska,1951-07-06,51500021645,Ul. Cska 56,813917720
234,234,Qka,Oska,1972-10-08,73305600513,Ul. Hska 44,852506768
235,235,Lek,Bski,1991-01-04,42861310784,Ul. Fska 50,915433794
236,236,Lka,Dska,2000-12-18,54148347715,Ul. Xska 57,235402458
237,237,Lka,Fska,1974-09-14,73085614690,Ul. Sska 72,124530578
238,238,Jka,Vska,1978-12-25,81200206416,Ul. Cska 19,922218531
239,239,Dka,Dska,2002-06-21,84053406256,Ul. Gska 59,929162243
240,240,Rek,Hski,1959-09-03,42360837532,Ul. Fska 16,242059352
241,241,Pka,Cska,1947-07-05,53586274185,Ul. Dska 23,130901596
242,242,Oek,Gski,1942-02-27,43368487716,Ul. Cska 13,139711365
243,243,Aek,Rski,1987-03-11,52102693600,Ul. Vska 31,846744872
244,244,Nka,Yska,1962-10-28,82894220600,Ul. Tska 91,527624500
245,245,Nek,Mski,1949-06-25,42473031620,Ul. Bska 60,763055454
246,246,Cek,Hski,1950-01-25,72181911088,Ul. Sska 77,172505956
247,247,Wka,Oska,1939-03-11,82558311432,Ul. Nska 73,640671144
248,248,Dek,Mski,1972-07-01,42647458800,Ul. Oska 90,452423872
249,249,Dek,Uski,1969-12-23,41220419744,Ul. Oska 92,136902430
250,250,Xek,Oski,1950-07-01,43378901828,Ul. Lska 74,768786177
251,251,Bek,Lski,1967-01-13,64186365352,Ul. Jska 32,335820178
252,252,Wek,Jski,1952-08-03,42127506440,Ul. Rska 30,781111134
253,253,Yka,Bska,1942-12-16,61399213188,Ul. Nska 53,726069748
254,254,Hek,Tski,1989-07-21,41731314228,Ul. Wska 1,324283190
255,255,Nka,Bska,1958-04-24,63820143932,Ul. Dska 6,535902795
256,256,Aek,Yski,2002-09-21,52618208025,Ul. Tska 53,712827771
257,257,Xek,Aski,1939-12-14,83179074568,Ul. Fska 40,572316395
258,258,Fek,Cski,1998-02-11,52997168150,Ul. Nska 88,596757490
259,259,Nka,Kska,2007-10-09,81621652136,Ul. Cska 26,450307276
260,260,Bka,Yska,1947-09-13,43763218496,Ul. Mska 26,827378928
261,261,Kek,Dski,1939-01-10,44240365616,Ul. Pska 61,486505488
262,262,Dka,Iska,1962-06-19,83683923152,Ul. Vska 5,611267356
263,263,Fka,Eska,1973-11-25,83474240096,Ul. Gska 46,480919588
264,264,Cka,Qska,1956-09-19,51554396560,Ul. Aska 32,960667462
265,265,Lka,Eska,1984-03-05,62372786196,Ul. Sska 54,253805974
266,266,Wka,Tska,2006-12-26,43989141084,Ul. Nska 37,387593405
267,267,Tek,Xski,1999-06-02,64126702196,Ul. Jska 8,734917245
268,268,Nka,Oska,1941-04-03,43117432672,Ul. Vska 48,834987904
269,269,Qek,Hski,1939-04-13,81759824088,Ul. Kska 94,940763763
270,270,Yka,Xska,1981-04-27,41489405260,Ul. Kska 61,494210996
271,271,Uka,Mska,1986-12-21,43511579084,Ul. Gska 94,758443661
272,272,Eek,Lski,2001-10-10,82583113160,Ul. Dska 8,312481498
273,273,Kka,Aska,1986-07-08,73289836976,Ul. Cska 99,236803610
274,274,Gek,Qski,1986-01-24,61624728248,Ul. Bska 98,915696362
275,275,Uek,Hski,1970-03-11,83814515352,Ul. Yska 72,648076908
276,276,Tek,Vski,1946-03-19,63244376070,Ul. Wska 51,917715263
277,277,Uek,Nski,1956-07-17,61828443286,Ul. Hska 15,946757078
278,278,Tka,Tska,1967-12-19,82375918744,Ul. Jska 64,231164576
279,279,Pek,Yski,1978-07-06,83676105504,Ul. Hska 23,483063460
280,280,Bek,Xski,1976-08-03,44077000328,Ul. Dska 70,692003210
281,281,Xka,Yska,1997-08-16,63563904056,Ul. Sska 81,674802432
282,282,Bek,Qski,1988-05-08,72290692470,Ul. Cska 2,848947080
283,283,Nek,Uski,1995-08-03,52633610795,Ul. Dska 62,234321142
284,284,Rka,Fska,1961-03-27,43056589352,Ul. Fska 29,290021600
285,285,Mek,Tski,1956-07-25,41161567124,Ul. Kska 7,390152965
286,286,Lek,Nski,1954-06-04,82365181960,Ul. Jska 95,721192451
287,287,Vek,Pski,1958-05-24,52694750760,Ul. Oska 41,223749838
288,288,Iek,Yski,1992-08-11,84158578008,Ul. Vska 85,386362178
289,289,Lek,Lski,1973-01-18,61757223436,Ul. Fska 5,792397890
290,290,Qek,Yski,1950-01-05,61781656172,Ul. Yska 89,491296692
291,291,Oek,Pski,2007-08-17,63768578288,Ul. Yska 41,242531136
292,292,Tka,Yska,1978-04-04,41832414764,Ul. Oska 84,387168592
293,293,Aek,Dski,1967-02-24,42932382652,Ul. Rska 38,626733852
294,294,Dka,Qska,1968-12-14,73885769673,Ul. Gska 78,877980600
295,295,Yek,Hski,1995-10-01,42782216848,Ul. Rska 55,679294164
296,296,Bek,Mski,1978-07-01,51929851210,Ul. Eska 56,953602572
297,297,Rek,Aski,1991-04-17,81865286152,Ul. Bska 38,240018630
298,298,Mka,Aska,1963-09-26,82913146128,Ul. Jska 86,283634452
299,299,Vka,Wska,1951-07-28,83037207464,Ul. Iska 51,834398248
300,300,Rek,Yski,1955-12-15,83720161384,Ul. Fska 87,788044310
301,301,Uka,Hska,1939-07-13,61616446350,Ul. Yska 20,532757880
302,302,Xek,Hski,1979-10-07,83893826632,Ul. Hska 47,870654024
303,303,Vek,Bski,1976-12-20,71039490671,Ul. Nska 32,916507299
304,304,Kek,Xski,1967-03-19,41977459628,Ul. Kska 86,955520789
305,305,Ska,Kska,1995-01-26,61438793680,Ul. Nska 78,394819134
306,306,Wka,Bska,1980-08-27,83643113168,Ul. Pska 53,416405736
307,307,Oek,Gski,2008-03-07,63227219706,Ul. Vska 76,887463168
308,308,Eka,Sska,1984-04-04,52583183255,Ul. Dska 39,363541469
309,309,Yek,Jski,2005-02-18,53881151950,Ul. Yska 73,219348124
310,310,Wka,Qska,2000-06-20,51655815045,Ul. Kska 9,870916624
311,311,Vka,Rska,1969-12-18,73790143507,Ul. Sska 65,330051045
312,312,Bka,Kska,1959-03-12,82494558368,Ul. Rska 42,256341048
313,313,Yka,Cska,1953-06-06,62642339342,Ul. Wska 9,733133714
314,314,Dek,Pski,2004-01-01,81577316408,Ul. Hska 56,392247322
315,315,Hek,Pski,1946-08-25,62217132738,Ul. Wska 4,235629746
316,316,Iek,Yski,1994-12-26,82889880240,Ul. Pska 35,375826844
317,317,Nek,Bski,1940-08-11,63600513436,Ul. Kska 88,612544522
318,318,Hka,Wska,1954-12-01,83254707224,Ul. Wska 5,249320372
319,319,Rka,Uska,1972-03-15,51594434110,Ul. Fska 27,669438394
320,320,Mka,Iska,1969-06-03,43063010404,Ul. Iska 12,488817520
321,321,Xek,Uski,1997-07-07,63654544630,Ul. Wska 66,564364450
322,322,Vka,Vska,1950-11-13,71752175110,Ul. Kska 27,730121231
323,323,Gek,Pski,1989-08-01,84035834688,Ul. Sska 89,721013234
324,324,Pka,Xska,1989-07-12,81281181216,Ul. Eska 24,332828932
325,325,Qek,Lski,1956-01-23,82744280120,Ul. Bska 85,370290228
326,326,Vka,Gska,1999-10-20,43157332808,Ul. Lska 70,526822915
327,327,Iek,Nski,1999-01-21,73246218531,Ul. Fska 46,973427628
328,328,Aka,Iska,1942-12-20,42605318860,Ul. Iska 72,577912080
329,329,Eka,Vska,2003-11-28,53171344005,Ul. Sska 99,763006472
330,330,Hka,Pska,1968-01-09,81479332520,Ul. Wska 25,222537408
331,331,Fek,Iski,1960-06-18,83708033968,Ul. Yska 19,874305520
332,332,Pek,Tski,1993-03-21,54183778520,Ul. Cska 78,888417352
333,333,Vek,Rski,1996-08-08,82776767168,Ul. Eska 84,913106938
334,334,Fka,Cska,1993-11-17,71827066479,Ul. Pska 4,393730501
335,335,Bka,Gska,1964-05-24,54233972840,Ul. Gska 55,786290253
336,336,Rek,Tski,1959-03-26,63890985728,Ul. Sska 53,178010139
337,337,Oka,Oska,1988-12-21,81636183304,Ul. Vska 36,673016248
338,338,Nka,Dska,1953-06-16,81404329400,Ul. Wska 98,292027784
339,339,Dka,Wska,2005-02-15,61589083864,Ul. Tska 69,239117980
340,340,Wka,Vska,1974-04-12,82824743112,Ul. Fska 47,653113556
341,341,Eek,Jski,1950-01-15,62608902192,Ul. Yska 59,644508226
342,342,Wek,Wski,1972-03-23,83676218032,Ul. Nska 23,295327646
343,343,Dek,Tski,1948-02-10,41076250200,Ul. Gska 66,441924216
344,344,Eka,Qska,2005-10-03,81656899816,Ul. Hska 92,447104768
345,345,Vek,Xski,2006-09-08,82468604000,Ul. Eska 41,311400027
346,346,Vek,Uski,2006-05-01,73459598737,Ul. Xska 49,162611448
347,347,Jek,Iski,1988-02-19,71317586144,Ul. Bska 70,893297136
348,348,Wek,Rski,1961-01-15,73950261182,Ul. Kska 26,326759037
349,349,Ska,Hska,2009-01-13,43103152460,Ul. Rska 8,414325640
350,350,Ika,Aska,1967-09-16,71910467795,Ul. Sska 30,644077190
351,351,Rek,Uski,1945-07-19,72381310234,Ul. Bska 21,324926133
352,352,Lka,Sska,1989-04-18,43497713860,Ul. Iska 6,399595619
353,353,Pek,Aski,1974-10-08,53462713905,Ul. Xska 78,882643912
354,354,Qka,Pska,1944-05-07,42262217428,Ul. Rska 97,799039671
355,355,Tek,Iski,1992-05-09,61213875020,Ul. Fska 71,732872373
356,356,Vka,Qska,1940-12-19,41564818100,Ul. Rska 13,210804284
357,357,Uek,Uski,1967-01-26,51749447420,Ul. Wska 4,256646310
358,358,Lek,Nski,1972-03-28,72696020295,Ul. Cska 72,293951266
359,359,Pka,Lska,1941-10-01,53861755440,Ul. Mska 64,636295778
360,360,Dka,Qska,1959-04-22,71603505044,Ul. Xska 42,227906854
361,361,Dek,Iski,1964-06-04,51292309035,Ul. Kska 81,883943528
362,362,Kka,Kska,1981-05-09,52727185010,Ul. Vska 37,730992617
363,363,Mek,Qski,1968-10-21,62062109216,Ul. Xska 1,353689208
364,364,Jka,Xska,1961-01-13,41096914108,Ul. Sska 78,833614168
365,365,Uek,Tski,1971-03-20,73724324320,Ul. Lska 73,369146704
